Target,R2,RMSE,MAE
LEO,0.9999997258379327,2.909995994049774,2.0757351587446755
ISS,0.9999995277708162,3.378914690112161,2.3499003273499564
SSO,0.9999996237079756,2.438541089410888,1.713839729922757
MEO,0.9999996644729078,0.2807060465811783,0.19815439500728707
GEO,0.9999989987371201,0.65203069329014,0.4655178906971011
Average,0.9999995081053505,1.9320377026888285,1.3606295003443554
