Target,R2,RMSE,MAE
LEO,0.9999999086469404,1.9438876369931715,1.328280603414593
ISS,0.9999999071016263,1.7527380277017117,1.1698204436423065
SSO,0.9999999307419748,1.2177825421043678,0.8561349079624719
MEO,0.9999999030264242,0.17061161780575482,0.11228706371299733
GEO,0.9999998811592474,0.2640227968982854,0.17476766934390708
Average,0.9999999061352426,1.0698085243006585,0.7282581376152553
