Target,R2,RMSE,MAE
LEO,0.9869195149924455,635.6245045833426,332.44555569389667
ISS,0.9852583226335486,596.9999111694824,300.9268095742457
SSO,0.9838802242367797,504.7159961724799,263.1920258607265
MEO,0.9860685423736383,57.19871211576875,29.578503966337088
GEO,0.9864581086932879,75.8287058157337,39.59133902599611
Average,0.98571694258594,374.07356597136146,193.1468468242404
