Target,R2,RMSE,MAE
LEO,0.9950304036451024,361.1379624022313,149.52575653625186
ISS,0.9941323547860528,351.46533302137135,159.46435771374522
SSO,0.9941680281309904,281.05098439579587,126.75259121494237
MEO,0.9942160672709769,33.62707708898558,15.240045715065323
GEO,0.9942854304248414,45.26791698281351,20.784107651127293
Average,0.9943664568515928,214.50985477823951,94.3533717662264
