Target,R2,RMSE,MAE
LEO,0.9964015161724915,370.1950236564196,246.6498812720708
ISS,0.9955067775004577,371.65079705043684,247.39372636573682
SSO,0.9955152889305952,297.57982647730074,199.11922110366072
MEO,0.9962430411628092,32.77614276496252,22.180121654423466
GEO,0.9955898661461241,48.12680494068627,31.873316151869165
Average,0.9958512979824956,224.0657189779612,149.44325330955218
