Target,R2,RMSE,MAE
LEO,0.9903417173432714,606.4859641138663,317.95384317409037
ISS,0.9894511565025225,569.4538462871279,301.5029134008882
SSO,0.9895666061739279,453.8883672906288,241.71432470952266
MEO,0.9894371439249414,54.957922257945164,29.271604080647172
GEO,0.9893974259482585,74.62198581769343,39.875041005615785
Average,0.9896388099785843,351.88161715345234,186.06354527415283
