Target,R2,RMSE,MAE
LEO,0.9936127153312221,409.42157225530855,193.0893561347073
ISS,0.9913204384735438,427.46392032508686,234.6373037244943
SSO,0.992227140477627,324.4649653282021,182.97864236941527
MEO,0.9920627399314583,39.39243328024767,22.161872532712028
GEO,0.9915016664242992,55.20337565800445,30.57950868297763
Average,0.99214494012763,251.1892533693699,132.6893366888613
