Target,R2,RMSE,MAE
LEO,0.9904516308862903,628.4550330021262,326.33884617378385
ISS,0.988697316951071,611.3694431718167,322.2335405845087
SSO,0.9894346015336737,475.6391915620341,241.4861096222548
MEO,0.9898287313655327,55.254729657080325,28.35764553478894
GEO,0.9899852994807017,76.64392089941416,41.14945592386243
Average,0.9896795160434539,369.4724636584943,191.91311956783977
