Target,R2,RMSE,MAE
LEO,0.982020307754261,745.2119919692369,290.63486650306015
ISS,0.9814693959575154,669.3381878787295,276.3338443079938
SSO,0.9791794482132099,573.6060041904976,226.429102139066
MEO,0.9808028352145726,67.14389293251719,26.512812846038447
GEO,0.9800191216841928,92.10883079339375,37.06604558667796
Average,0.9806982217647503,429.48178155287496,171.39533427656727
